Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RegressionTests,Chrome 62.0.3202.75,,2017-11-09 07:02:28,2017-11-09 07:03:16,48.263s,PASSED
,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login,Chrome 62.0.3202.75,Test to verify user is able to login successfully.,2017-11-09 07:02:28,2017-11-09 07:02:49,20.497s,PASSED
openBrowser,Chrome 62.0.3202.75,,2017-11-09 07:02:29,2017-11-09 07:02:37,7.722s,PASSED
com.demo.utilities.CommonUtilities.waitForPageLoad,Chrome 62.0.3202.75,,2017-11-09 07:02:37,2017-11-09 07:02:37,0.145s,PASSED
delay,Chrome 62.0.3202.75,,2017-11-09 07:02:37,2017-11-09 07:02:39,2.025s,PASSED
callTestCase,Chrome 62.0.3202.75,,2017-11-09 07:02:39,2017-11-09 07:02:48,9.000s,PASSED
verifyElementPresent,Chrome 62.0.3202.75,,2017-11-09 07:02:48,2017-11-09 07:02:48,0.084s,PASSED
closeBrowser,Chrome 62.0.3202.75,,2017-11-09 07:02:48,2017-11-09 07:02:49,0.882s,PASSED
,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment,Chrome 62.0.3202.75,This test case allows a user to book appointment.,2017-11-09 07:02:49,2017-11-09 07:03:16,27.321s,PASSED
openBrowser,Chrome 62.0.3202.75,,2017-11-09 07:02:49,2017-11-09 07:02:55,6.151s,PASSED
com.demo.utilities.CommonUtilities.waitForPageLoad,Chrome 62.0.3202.75,,2017-11-09 07:02:55,2017-11-09 07:02:55,0.032s,PASSED
delay,Chrome 62.0.3202.75,,2017-11-09 07:02:55,2017-11-09 07:02:58,3.002s,PASSED
callTestCase,Chrome 62.0.3202.75,,2017-11-09 07:02:58,2017-11-09 07:03:07,8.686s,PASSED
waitForElementVisible,Chrome 62.0.3202.75,Wait for Facility select values to be visible in 10s,2017-11-09 07:03:07,2017-11-09 07:03:07,0.114s,PASSED
"Statement - flag = CustomKeywords.com.demo.utilities.CommonUtilities.checkDropDownListElementExist(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_CuraAppointment/select_facility), ""Hongkong CURA Healthcare Center"")",Chrome 62.0.3202.75,,2017-11-09 07:03:07,2017-11-09 07:03:07,0.179s,PASSED
Statement - If (flag),Chrome 62.0.3202.75,,2017-11-09 07:03:07,2017-11-09 07:03:07,0.194s,PASSED
com.demo.utilities.CommonUtilities.clickOnElement,Chrome 62.0.3202.75,Click on hospital readmission checkbox,2017-11-09 07:03:07,2017-11-09 07:03:07,0.172s,PASSED
com.demo.utilities.CommonUtilities.clickOnElement,Chrome 62.0.3202.75,Click on hospital readmission checkbox,2017-11-09 07:03:07,2017-11-09 07:03:08,0.166s,PASSED
com.demo.utilities.CommonUtilities.clickOnElement,Chrome 62.0.3202.75,Click on VisitDate field,2017-11-09 07:03:08,2017-11-09 07:03:08,0.172s,PASSED
com.demo.utilities.CommonUtilities.clickOnElement,Chrome 62.0.3202.75,Select 25th Nov,2017-11-09 07:03:08,2017-11-09 07:03:08,0.262s,PASSED
com.demo.utilities.CommonUtilities.setTextOnElement,Chrome 62.0.3202.75,,2017-11-09 07:03:08,2017-11-09 07:03:08,0.366s,PASSED
delay,Chrome 62.0.3202.75,,2017-11-09 07:03:08,2017-11-09 07:03:11,3.002s,PASSED
com.demo.utilities.CommonUtilities.clickOnElement,Chrome 62.0.3202.75,,2017-11-09 07:03:11,2017-11-09 07:03:12,0.602s,PASSED
com.demo.utilities.CommonUtilities.waitForPageLoad,Chrome 62.0.3202.75,,2017-11-09 07:03:12,2017-11-09 07:03:12,0.077s,PASSED
delay,Chrome 62.0.3202.75,,2017-11-09 07:03:12,2017-11-09 07:03:15,3.001s,PASSED
verifyTextPresent,Chrome 62.0.3202.75,,2017-11-09 07:03:15,2017-11-09 07:03:15,0.146s,PASSED
closeBrowser,Chrome 62.0.3202.75,,2017-11-09 07:03:15,2017-11-09 07:03:16,0.799s,PASSED
